,Unnamed: 0,avg_monthly_hrs,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure,age,gender,marital_status,department_D00-AD,department_D00-ENG,department_D00-FN,department_D00-IT,department_D00-MN,department_D00-MT,department_D00-PD,department_D00-PR,department_D00-SP,department_D00-SS
3620,3985,221.0,0.0,0.51166,2,0.0,1,0.461581,0,6.0,24,1,0,0,0,0,0,0,0,0,0,0,1
3621,3986,245.0,0.0,0.795245,4,0.0,2,0.792704,1,5.0,45,0,1,0,0,0,0,0,0,0,0,0,1
3622,3987,271.0,0.0,0.935266,6,0.0,1,0.0899745,1,4.0,32,0,1,0,0,0,0,0,0,0,0,0,1
3623,3988,218.0,1.0,0.666363,4,0.0,1,0.931615,0,4.0,35,0,1,0,0,0,0,0,1,0,0,0,0
3624,3989,285.0,0.0,0.86577,3,0.0,1,0.747351,0,3.0,28,0,0,0,0,1,0,0,0,0,0,0,0
3625,3990,141.0,0.0,0.473934,2,0.0,2,0.448102,1,3.0,29,0,0,0,0,0,0,0,0,1,0,0,0
3626,3991,262.0,1.0,0.8032,3,1.0,3,0.746154,0,7.0,23,0,0,0,0,0,0,1,0,0,0,0,0
3627,3992,261.0,0.0,0.933369,4,0.0,2,0.626252,0,2.0,49,0,1,0,1,0,0,0,0,0,0,0,0
3628,3993,203.0,0.0,0.46361,5,0.0,1,0.876434,0,6.0,31,0,1,0,1,0,0,0,0,0,0,0,0
3629,3994,137.0,0.0,0.598837,3,0.0,2,0.850401,0,2.0,24,1,0,0,0,0,0,0,1,0,0,0,0
3630,3995,223.0,1.0,0.678566,3,0.0,1,0.189681,0,4.0,22,1,0,0,0,0,0,0,0,0,0,0,1
3631,3997,134.0,0.0,0.784777,4,0.0,2,0.593223,0,6.0,50,1,1,0,1,0,0,0,0,0,0,0,0
3632,3998,268.0,0.0,0.927491,4,0.0,1,0.843992,0,3.0,37,0,1,0,0,0,0,0,0,0,0,0,1
3633,3999,107.0,0.0,0.684735,3,0.0,3,0.356091,0,3.0,25,0,0,1,0,0,0,0,0,0,0,0,0
3634,4000,105.0,0.0,0.614759,5,0.0,3,0.231124,0,4.0,46,0,1,0,1,0,0,0,0,0,0,0,0
3635,4001,144.0,0.0,0.484401,2,0.0,2,0.367553,1,3.0,28,0,0,0,0,0,0,0,1,0,0,0,0
3636,4002,172.0,0.0,0.794587,5,0.0,2,0.613614,0,4.0,26,1,1,0,0,0,0,0,0,0,0,1,0
3637,4003,148.0,0.0,0.577112,3,0.0,3,0.481001,0,10.0,24,0,0,0,0,0,0,1,0,0,0,0,0
3638,4004,276.0,0.0,0.570039,4,0.0,1,0.38226,0,2.0,26,0,0,0,0,0,0,0,0,1,0,0,0
3639,4005,260.0,0.0,0.959198,3,0.0,1,0.795316,0,3.0,24,0,0,0,0,0,0,0,0,1,0,0,0
3640,4007,182.0,1.0,0.509242,5,0.0,2,0.831563,0,2.0,40,0,1,0,1,0,0,0,0,0,0,0,0
3641,4008,263.0,0.0,0.822846,4,0.0,1,0.870474,0,3.0,25,1,0,0,0,0,1,0,0,0,0,0,0
3642,4009,124.0,0.0,0.382462,2,0.0,1,0.620877,0,2.0,22,0,0,0,0,0,0,0,0,0,0,0,1
3643,4010,188.0,0.0,0.55136,5,0.0,2,0.565413,0,3.0,43,0,1,0,1,0,0,0,0,0,0,0,0
3644,4011,173.0,0.0,0.484637,4,0.0,1,0.85891,0,2.0,30,0,1,0,1,0,0,0,0,0,0,0,0
3645,4012,265.0,0.0,0.619494,3,0.0,1,0.935949,0,8.0,28,0,0,1,0,0,0,0,0,0,0,0,0
3646,4013,150.0,0.0,0.612734,5,0.0,1,0.523139,0,2.0,36,1,1,0,0,0,0,0,0,0,0,0,1
3647,4014,199.0,0.0,0.580802,4,0.0,1,0.761023,0,2.0,37,1,1,0,0,0,0,0,0,0,1,0,0
3648,4015,229.0,1.0,0.835761,4,0.0,2,0.999512,0,2.0,48,0,1,0,0,0,0,0,0,0,0,0,1
3649,4016,252.0,0.0,0.569354,4,0.0,1,0.851198,0,3.0,41,0,1,0,0,0,0,0,0,0,0,1,0
3650,4017,160.0,0.0,0.596281,2,0.0,1,0.378214,1,3.0,23,1,0,0,0,0,0,0,0,0,0,1,0
3651,4018,287.0,0.0,0.971163,7,0.0,2,0.0785038,1,4.0,37,0,1,0,0,0,0,0,0,0,0,1,0
3652,4019,206.0,0.0,0.515411,3,0.0,2,0.638232,0,2.0,23,1,0,0,0,0,0,0,1,0,0,0,0
3653,4020,101.0,0.0,0.941527,2,0.0,2,0.536895,0,5.0,22,0,0,0,1,0,0,0,0,0,0,0,0
3654,4022,273.0,0.0,0.787917,3,0.0,2,0.916537,0,10.0,26,0,0,0,0,0,0,0,0,0,0,0,1
3655,4023,228.0,0.0,0.826448,4,0.0,1,0.697094,0,4.0,31,0,1,0,1,0,0,0,0,0,0,0,0
3656,4024,180.0,0.0,0.712816,3,0.0,1,0.73555,0,3.0,24,0,0,0,0,0,0,0,0,0,0,0,1
3657,4025,277.0,0.0,0.910957,7,0.0,1,0.144573,1,5.0,42,0,1,0,0,0,0,0,0,0,0,0,1
3658,4027,167.0,1.0,0.504653,4,0.0,2,0.874942,0,3.0,49,0,1,0,0,0,1,0,0,0,0,0,0
3659,4028,155.0,1.0,0.96439,3,0.0,2,0.731015,0,3.0,29,0,0,0,0,0,0,0,0,0,0,1,0
3660,4029,208.0,0.0,0.527873,3,0.0,2,0.853346,0,3.0,27,0,0,0,0,0,0,0,0,0,0,0,0
3661,4030,282.0,0.0,0.366825,2,0.0,2,0.688675,0,3.0,22,1,0,0,0,0,0,0,0,1,0,0,0
3662,4033,198.0,0.0,0.917594,4,0.0,2,0.152034,0,4.0,42,0,1,0,1,0,0,0,0,0,0,0,0
3663,4034,269.0,1.0,0.544927,2,0.0,2,0.514917,0,2.0,24,0,0,0,0,0,0,0,0,0,0,0,1
3664,4035,181.0,0.0,0.785886,4,0.0,1,0.75225,0,4.0,48,0,1,0,0,0,0,0,1,0,0,0,0
3665,4036,192.0,0.0,0.886902,4,0.0,3,0.912903,0,4.0,38,0,1,0,0,0,1,0,0,0,0,0,0
3666,4037,268.0,0.0,0.6819,3,0.0,3,0.73226,0,4.0,25,1,0,0,0,0,0,0,1,0,0,0,0
3667,4038,197.0,0.0,0.467196,3,0.0,2,0.557427,0,3.0,29,0,0,0,0,0,0,0,0,1,0,0,0
3668,4039,168.0,0.0,0.551789,2,0.0,1,0.882375,0,3.0,22,1,0,0,0,0,1,0,0,0,0,0,0
3669,4040,135.0,0.0,0.839689,5,0.0,1,0.874747,0,3.0,30,0,1,0,1,0,0,0,0,0,0,0,0
3670,4041,271.0,0.0,0.797662,4,0.0,1,0.858865,0,4.0,26,0,0,0,0,0,0,0,0,0,0,0,1
3671,4042,102.0,1.0,0.658255,3,0.0,2,0.669257,0,4.0,28,0,0,0,0,0,0,0,0,1,0,0,0
3672,4043,186.0,0.0,0.562801,4,0.0,2,0.935323,0,4.0,48,0,1,0,1,0,0,0,0,0,0,0,0
3673,4044,194.0,0.0,0.740473,4,0.0,1,0.752572,0,2.0,32,0,1,0,0,0,0,0,0,0,0,0,1
3674,4045,169.0,0.0,0.603037,4,0.0,1,0.563776,0,3.0,35,0,1,0,1,0,0,0,0,0,0,0,0
3675,4047,266.0,0.0,0.761662,4,0.0,1,0.632767,0,2.0,27,0,0,0,0,0,0,0,0,0,0,1,0
3676,4048,255.0,0.0,0.644826,2,0.0,1,0.981286,0,3.0,29,0,0,0,0,0,0,0,0,0,0,1,0
3677,4049,131.0,0.0,0.455036,2,0.0,1,0.369891,1,3.0,25,0,0,0,0,0,0,0,0,0,0,0,1
3678,4050,194.0,0.0,0.574485,5,0.0,2,0.916488,0,4.0,52,0,1,0,0,0,0,0,1,0,0,0,0
3679,4051,274.0,0.0,0.715093,2,0.0,3,0.170876,0,10.0,23,1,0,0,0,0,0,0,0,0,0,0,1
3680,4052,253.0,0.0,0.824565,3,0.0,2,0.673658,0,2.0,22,0,0,0,1,0,0,0,0,0,0,0,0
3681,4053,211.0,0.0,0.99066,3,0.0,1,0.883765,0,2.0,29,0,0,0,0,0,0,0,0,1,0,0,0
3682,4054,192.0,0.0,0.382273,3,0.0,1,0.509323,0,2.0,25,0,0,0,0,0,0,0,0,0,0,1,0
3683,4055,217.0,0.0,0.971862,3,0.0,2,0.848428,0,3.0,26,0,0,0,1,0,0,0,0,0,0,0,0
3684,4056,127.0,0.0,0.551476,2,0.0,2,0.399515,1,3.0,25,0,0,0,0,0,0,0,0,0,0,1,0
3685,4057,248.0,0.0,0.81001,3,0.0,2,0.477469,0,2.0,24,1,0,0,0,1,0,0,0,0,0,0,0
3686,4058,203.0,0.0,0.500918,3,0.0,1,0.582387,0,2.0,26,0,0,0,0,0,0,0,0,0,0,1,0
3687,4059,206.0,0.0,0.620555,4,0.0,2,0.596787,0,3.0,28,1,1,0,0,0,0,0,0,0,1,0,0
3688,4061,132.0,0.0,1.0,5,0.0,1,0.878451,0,3.0,46,0,1,0,1,0,0,0,0,0,0,0,0
3689,4062,228.0,0.0,0.532701,4,0.0,1,0.667758,0,3.0,50,0,1,0,0,1,0,0,0,0,0,0,0
3690,4063,158.0,0.0,0.987352,3,0.0,1,0.79984,0,3.0,26,0,0,0,0,0,0,0,0,0,0,0,1
3691,4064,128.0,1.0,0.870131,4,0.0,2,0.742366,0,3.0,47,1,1,0,0,0,0,0,0,0,0,0,1
3692,4065,285.0,0.0,0.952897,2,0.0,3,0.844144,0,3.0,29,0,0,0,0,0,0,0,0,0,0,0,1
3693,4066,219.0,1.0,0.970708,4,0.0,1,0.651049,0,4.0,23,1,0,0,0,0,0,0,0,0,0,0,0
3694,4067,247.0,0.0,0.835699,7,0.0,1,0.165625,1,4.0,46,0,1,0,0,0,0,0,1,0,0,0,0
3695,4068,150.0,1.0,0.926249,3,0.0,2,0.536526,0,2.0,23,1,0,0,1,0,0,0,0,0,0,0,0
3696,4069,182.0,1.0,0.495472,3,0.0,2,0.911133,0,2.0,25,1,0,0,0,0,0,0,0,0,0,1,0
3697,4070,202.0,0.0,0.853372,6,0.0,1,0.39849,0,3.0,47,1,1,0,0,0,0,0,0,0,0,0,1
3698,4071,250.0,0.0,0.834658,7,0.0,1,0.0656025,1,4.0,47,0,1,0,0,0,0,0,0,1,0,0,0
3699,4072,176.0,0.0,0.565718,3,0.0,2,0.314079,0,3.0,24,1,0,0,1,0,0,0,0,0,0,0,0
3700,4073,149.0,0.0,0.477597,2,0.0,2,0.440363,1,3.0,26,0,0,0,1,0,0,0,0,0,0,0,0
3701,4074,195.0,0.0,0.666062,5,0.0,1,0.999191,0,3.0,50,0,1,0,0,0,0,0,0,0,0,1,0
3702,4075,179.0,0.0,0.561258,3,0.0,1,0.940718,0,2.0,28,0,0,0,0,0,1,0,0,0,0,0,0
3703,4076,139.0,0.0,0.84921,3,0.0,1,0.800779,0,3.0,28,0,0,0,0,0,0,0,0,0,0,1,0
3704,4077,172.0,0.0,0.52883,4,0.0,1,0.589944,0,2.0,23,0,0,0,1,0,0,0,0,0,0,0,0
3705,4078,181.0,0.0,0.863403,5,0.0,1,0.574173,0,3.0,43,0,1,0,0,0,0,0,0,0,0,0,1
3706,4079,154.0,0.0,0.594949,5,0.0,1,0.911103,0,3.0,45,0,1,0,0,0,0,0,0,0,0,1,0
3707,4080,212.0,0.0,0.622519,3,0.0,3,0.836145,0,3.0,25,1,0,0,0,0,0,0,0,0,0,0,1
3708,4082,244.0,0.0,0.684731,5,0.0,1,0.5479,0,3.0,40,0,1,0,0,0,0,0,0,1,0,0,0
3709,4084,226.0,0.0,0.646907,5,0.0,2,0.502714,0,3.0,53,1,1,0,0,0,1,0,0,0,0,0,0
3710,4085,209.0,0.0,0.829517,3,0.0,3,0.93012,0,2.0,24,0,0,0,0,0,0,0,0,1,0,0,0
3711,4086,286.0,0.0,0.945091,7,0.0,1,0.0790043,1,4.0,55,0,1,0,0,0,0,0,0,0,0,0,1
3712,4087,283.0,0.0,0.845907,6,0.0,2,0.108288,1,4.0,55,0,1,0,0,0,0,0,0,0,0,0,1
3713,4088,224.0,0.0,0.869897,4,0.0,1,0.516081,0,3.0,40,0,1,0,0,0,0,0,0,1,0,0,0
3714,4089,213.0,0.0,0.557444,3,0.0,3,0.159645,0,4.0,23,0,0,0,0,0,0,0,0,0,0,1,0
3715,4090,265.0,0.0,0.65704,5,0.0,2,0.65598,0,3.0,53,1,1,0,0,0,0,0,0,0,0,0,0
3716,4091,266.0,0.0,0.778862,5,0.0,2,0.680025,0,2.0,29,1,1,0,0,1,0,0,0,0,0,0,0
3717,4093,259.0,0.0,0.813778,5,0.0,1,0.883302,1,5.0,39,0,1,0,0,0,0,0,0,0,0,1,0
3718,4094,156.0,0.0,0.964245,3,0.0,2,0.110045,0,2.0,23,0,0,0,0,0,0,0,0,0,0,1,0
3719,4095,129.0,0.0,0.455284,2,0.0,2,0.442907,1,3.0,29,0,0,0,1,0,0,0,0,0,0,0,0
3720,4096,204.0,1.0,0.980959,4,0.0,2,0.522976,0,3.0,33,0,1,0,0,0,0,0,0,0,0,0,1
3721,4097,149.0,0.0,0.453094,4,0.0,1,0.63332,0,4.0,45,0,1,0,0,0,0,0,0,0,0,1,0
3722,4098,208.0,0.0,0.57721,5,0.0,2,0.769088,0,3.0,39,0,1,0,0,0,0,1,0,0,0,0,0
3723,4100,199.0,0.0,0.901138,4,0.0,1,0.543218,0,3.0,38,0,1,0,0,1,0,0,0,0,0,0,0
3724,4101,237.0,0.0,0.587413,3,0.0,2,0.658803,0,4.0,27,0,0,0,0,0,0,0,0,0,0,1,0
3725,4102,248.0,0.0,0.623587,2,0.0,1,0.837066,0,6.0,24,0,0,0,0,0,0,1,0,0,0,0,0
3726,4104,197.0,0.0,0.602153,5,0.0,1,0.236961,0,4.0,30,0,1,0,1,0,0,0,0,0,0,0,0
3727,4105,258.0,0.0,0.99628,3,0.0,1,0.697323,0,3.0,22,0,0,0,1,0,0,0,0,0,0,0,0
3728,4106,169.0,0.0,0.815409,4,0.0,1,0.921359,0,4.0,30,1,1,0,0,1,0,0,0,0,0,0,0
3729,4108,259.0,0.0,1.0,4,0.0,2,0.885716,1,5.0,56,0,1,0,0,0,0,0,0,0,0,1,0
3730,4109,189.0,0.0,0.963808,4,0.0,2,0.926897,0,10.0,49,1,1,0,0,0,0,0,0,0,0,0,1
3731,4110,205.0,1.0,0.529034,5,0.0,2,1.0,0,2.0,48,1,1,0,0,0,0,0,0,0,0,0,1
3732,4111,272.0,0.0,0.943628,4,0.0,1,0.585356,0,2.0,30,0,1,0,0,0,0,0,0,0,0,1,0
3733,4112,159.0,1.0,0.703181,4,0.0,2,0.835046,0,3.0,23,1,0,0,0,0,0,0,0,0,0,0,1
3734,4114,183.0,0.0,0.927679,5,0.0,2,0.221092,0,6.0,31,0,1,0,0,0,1,0,0,0,0,0,0
3735,4115,260.0,0.0,0.957034,5,0.0,1,0.768591,1,5.0,52,0,1,0,0,0,0,0,0,0,0,0,0
3736,4116,134.0,0.0,0.804506,5,0.0,1,0.86959,0,2.0,31,1,1,0,1,0,0,0,0,0,0,0,0
3737,4117,158.0,1.0,0.525098,3,0.0,2,0.946216,0,2.0,24,0,0,0,0,0,0,0,0,0,0,0,1
3738,4118,205.0,0.0,0.901329,5,0.0,2,0.612306,0,3.0,40,1,1,0,0,1,0,0,0,0,0,0,0
3739,4119,249.0,0.0,0.790814,5,0.0,2,0.721535,1,5.0,42,0,1,0,0,0,0,0,0,1,0,0,0
3740,4120,260.0,0.0,0.60987,3,0.0,1,0.68075,0,3.0,27,0,0,0,0,0,1,0,0,0,0,0,0
3741,4121,130.0,0.0,0.557902,5,0.0,1,0.279832,0,2.0,33,0,1,0,0,0,1,0,0,0,0,0,0
3742,4122,252.0,0.0,0.840362,4,0.0,2,0.528942,0,3.0,30,0,1,0,1,0,0,0,0,0,0,0,0
3743,4123,238.0,0.0,0.762837,3,0.0,2,0.73593,0,3.0,23,1,0,0,0,0,0,0,1,0,0,0,0
3744,4124,221.0,1.0,0.793288,3,0.0,2,0.528914,0,10.0,26,0,0,0,0,0,0,0,0,0,0,0,1
3745,4125,239.0,0.0,0.586153,4,0.0,2,0.942007,0,2.0,33,0,1,0,1,0,0,0,0,0,0,0,0
3746,4126,253.0,0.0,0.519252,4,1.0,3,0.687204,0,10.0,37,0,1,0,0,0,0,1,0,0,0,0,0
3747,4127,205.0,0.0,0.55848,4,0.0,1,0.552264,0,3.0,40,0,1,0,0,0,0,0,0,0,0,0,1
3748,4129,170.0,0.0,0.838789,3,0.0,1,0.704758,0,4.0,25,1,0,0,0,0,0,0,0,0,0,1,0
3749,4130,123.0,0.0,0.734945,3,0.0,2,0.196882,0,5.0,23,1,0,0,0,0,0,0,0,0,0,0,1
3750,4131,181.0,0.0,0.757628,3,0.0,3,0.604217,0,4.0,28,0,0,0,1,0,0,0,0,0,0,0,0
3751,4132,260.0,0.0,0.795104,4,0.0,1,0.978207,0,4.0,45,1,1,0,0,0,0,0,0,0,0,1,0
3752,4133,134.0,0.0,0.411554,2,0.0,2,0.435727,1,3.0,26,0,0,0,1,0,0,0,0,0,0,0,0
3753,4134,210.0,0.0,0.721965,5,0.0,1,0.984123,0,2.0,45,0,1,0,0,0,0,0,0,1,0,0,0
3754,4135,258.0,1.0,0.985367,2,0.0,2,0.506632,0,3.0,27,0,0,0,0,0,0,0,0,0,0,0,1
3755,4136,239.0,0.0,0.582971,5,0.0,2,0.737432,0,2.0,46,0,1,0,0,0,0,0,1,0,0,0,0
3756,4137,201.0,1.0,0.722009,3,0.0,2,0.811143,0,6.0,24,1,0,0,0,0,0,0,0,0,0,1,0
3757,4138,104.0,0.0,0.579999,6,0.0,2,0.48734,0,4.0,53,0,1,0,0,0,0,0,0,1,0,0,0
3758,4139,107.0,0.0,0.37489,5,0.0,2,0.761064,0,4.0,53,0,1,0,1,0,0,0,0,0,0,0,0
3759,4140,135.0,0.0,0.476132,2,0.0,2,0.489186,1,3.0,25,0,0,0,0,0,1,0,0,0,0,0,0
3760,4142,249.0,0.0,0.914919,5,0.0,1,0.806034,1,6.0,38,0,1,0,1,0,0,0,0,0,0,0,0
3761,4143,238.0,0.0,0.767549,3,0.0,1,0.459555,0,4.0,24,0,0,0,0,0,0,0,0,1,0,0,0
3762,4144,224.0,0.0,0.491274,4,0.0,1,0.530136,0,3.0,27,1,1,0,0,0,0,0,1,0,0,0,0
3763,4145,202.0,0.0,0.762324,4,0.0,2,0.765194,0,3.0,39,1,1,0,0,0,1,0,0,0,0,0,0
3764,4147,219.0,0.0,0.879367,3,0.0,1,0.177629,0,6.0,28,0,0,0,0,0,0,0,1,0,0,0,0
3765,4148,143.0,1.0,0.596519,3,0.0,1,0.870386,0,3.0,25,0,0,0,0,0,1,0,0,0,0,0,0
3766,4149,215.0,0.0,1.0,3,0.0,1,0.719379,0,2.0,28,0,0,0,0,0,0,0,0,0,0,0,1
3767,4150,144.0,0.0,0.510271,2,0.0,2,0.466753,1,3.0,28,0,0,0,0,0,0,0,1,0,0,0,0
3768,4152,270.0,1.0,0.798381,5,0.0,2,0.980077,0,3.0,43,0,1,0,0,0,0,0,0,0,0,0,1
3769,4153,187.0,0.0,0.610122,5,0.0,1,0.578012,0,2.0,47,0,1,0,0,0,0,0,0,0,0,0,1
3770,4154,155.0,0.0,0.866692,3,0.0,2,0.757979,0,3.0,28,1,0,0,1,0,0,0,0,0,0,0,0
3771,4155,144.0,0.0,0.592903,4,0.0,3,0.75495,0,2.0,33,0,1,0,0,0,0,0,0,0,0,0,1
3772,4156,269.0,0.0,0.843665,6,0.0,1,0.0847653,1,4.0,54,0,1,0,0,0,1,0,0,0,0,0,0
3773,4157,237.0,1.0,0.812485,4,0.0,2,0.666812,0,3.0,46,0,1,0,0,0,0,0,0,0,0,1,0
3774,4158,253.0,0.0,0.592397,3,0.0,2,0.841574,0,2.0,25,0,0,0,0,0,0,0,0,0,0,0,1
3775,4159,198.0,0.0,0.821584,2,0.0,2,0.49266,1,2.0,24,0,0,0,1,0,0,0,0,0,0,0,0
3776,4160,272.0,1.0,0.977339,4,0.0,2,0.810071,0,4.0,30,0,1,0,0,0,1,0,0,0,0,0,0
3777,4161,153.0,0.0,0.852687,3,0.0,1,0.898224,0,4.0,27,0,0,0,0,1,0,0,0,0,0,0,0
3778,4162,268.0,0.0,0.665922,3,0.0,1,0.590874,0,3.0,26,0,0,0,0,0,0,0,0,0,0,0,1
3779,4163,143.0,0.0,0.571527,3,0.0,1,0.767074,0,3.0,25,1,0,0,0,0,0,0,0,0,1,0,0
3780,4164,231.0,0.0,0.916944,4,0.0,1,0.691646,1,5.0,38,0,1,0,1,0,0,0,0,0,0,0,0
3781,4165,197.0,1.0,0.597844,5,0.0,2,0.987136,0,2.0,44,0,1,0,0,0,0,0,0,1,0,0,0
3782,4166,273.0,0.0,0.842074,4,0.0,2,0.739217,0,4.0,47,1,1,0,0,0,0,0,0,0,0,0,0
3783,4168,273.0,0.0,0.949635,7,0.0,2,0.0677226,1,4.0,41,0,1,0,1,0,0,0,0,0,0,0,0
3784,4169,153.0,0.0,0.782792,3,0.0,2,0.589321,0,2.0,25,0,0,0,0,0,0,0,0,0,0,0,1
3785,4170,253.0,0.0,0.710266,6,0.0,1,0.902561,0,2.0,31,0,1,0,1,0,0,0,0,0,0,0,0
3786,4171,241.0,0.0,0.519807,5,0.0,2,0.703747,0,8.0,41,0,1,0,0,0,0,0,0,0,0,0,1
3787,4172,190.0,0.0,0.999259,3,0.0,3,0.858239,0,5.0,28,0,0,0,1,0,0,0,0,0,0,0,0
3788,4173,233.0,0.0,0.59474,3,0.0,2,0.863093,0,3.0,29,0,0,0,1,0,0,0,0,0,0,0,0
3789,4174,186.0,0.0,0.74797,3,0.0,2,0.419438,0,2.0,27,0,0,0,0,1,0,0,0,0,0,0,0
3790,4176,195.0,0.0,0.903909,4,0.0,1,0.871241,0,3.0,29,0,0,0,0,0,0,0,0,0,0,0,1
3791,4177,171.0,1.0,0.351962,5,1.0,3,0.61409,0,6.0,46,0,1,0,0,1,0,0,0,0,0,0,0
3792,4178,235.0,0.0,0.536303,5,0.0,2,0.710692,0,3.0,48,0,1,0,0,0,0,0,0,0,0,0,1
3793,4179,226.0,0.0,0.649417,3,0.0,2,0.550782,0,3.0,23,1,0,0,0,0,0,0,0,0,0,0,1
3794,4180,269.0,0.0,0.766107,3,0.0,2,0.788812,0,2.0,26,0,0,0,0,0,0,0,0,0,0,1,0
3795,4181,265.0,1.0,0.654619,4,0.0,2,0.97304,0,3.0,32,0,1,0,0,0,0,0,0,0,0,0,1
3796,4182,156.0,0.0,0.639751,5,0.0,2,0.664473,0,2.0,39,1,1,0,0,0,0,0,0,0,0,1,0
3797,4183,143.0,0.0,0.453559,2,0.0,1,0.383295,1,3.0,28,0,0,0,0,0,0,0,0,0,0,0,1
3798,4184,278.0,0.0,0.952914,6,0.0,2,0.0930982,1,4.0,57,0,1,0,0,0,0,0,0,0,0,1,0
3799,4185,173.0,0.0,0.904905,4,0.0,2,0.642996,0,3.0,24,1,0,0,0,0,0,0,0,0,0,1,0
3800,4186,150.0,1.0,0.840893,3,0.0,3,0.526892,0,3.0,24,1,0,0,0,1,0,0,0,0,0,0,0
3801,4187,227.0,0.0,0.800834,3,0.0,2,0.763683,0,2.0,22,0,0,0,0,0,0,0,0,0,0,1,0
3802,4188,216.0,0.0,0.525808,4,0.0,1,0.650925,0,2.0,47,0,1,0,1,0,0,0,0,0,0,0,0
3803,4189,156.0,0.0,0.417161,5,0.0,2,0.456243,0,4.0,51,0,1,0,0,0,0,0,0,0,0,0,1
3804,4190,247.0,0.0,0.791457,3,0.0,2,0.990528,0,2.0,25,1,0,0,0,0,0,0,0,1,0,0,0
3805,4191,210.0,0.0,1.0,5,0.0,2,0.761672,0,3.0,49,1,1,0,0,0,0,0,0,0,0,0,1
3806,4192,204.0,1.0,0.663866,4,0.0,1,0.856959,0,4.0,38,1,1,0,0,0,0,0,0,0,0,1,0
3807,4193,173.0,0.0,0.830441,5,0.0,1,0.705151,0,3.0,47,0,1,0,0,0,0,0,0,0,0,0,1
3808,4194,164.0,1.0,0.508427,4,0.0,1,0.789433,0,2.0,25,1,0,0,0,0,0,1,0,0,0,0,0
3809,4195,123.0,0.0,0.670377,3,0.0,2,0.184801,0,5.0,28,0,0,0,0,0,0,0,0,0,0,0,1
3810,4196,246.0,0.0,0.994832,4,0.0,1,0.508395,0,3.0,40,1,1,0,0,0,0,0,0,0,0,1,0
3811,4197,276.0,0.0,0.96715,6,0.0,1,0.130994,1,4.0,44,0,1,0,0,0,0,0,0,0,0,0,1
3812,4198,254.0,1.0,0.957696,7,0.0,2,0.112467,1,4.0,57,0,1,0,0,0,0,0,0,0,1,0,0
3813,4199,134.0,0.0,0.49705,3,0.0,2,0.785906,0,3.0,24,0,0,0,0,0,0,0,0,0,0,0,1
3814,4200,151.0,1.0,0.691592,2,0.0,1,0.471714,0,3.0,23,0,0,0,0,1,0,0,0,0,0,0,0
3815,4201,247.0,0.0,0.538281,5,0.0,3,0.581932,0,4.0,41,0,1,0,1,0,0,0,0,0,0,0,0
3816,4202,145.0,0.0,0.934413,5,0.0,1,0.977336,0,4.0,54,0,1,0,0,0,1,0,0,0,0,0,0
3817,4203,236.0,0.0,0.799326,5,0.0,3,0.729311,0,3.0,32,0,1,0,0,0,0,0,0,0,0,0,1
3818,4204,163.0,0.0,0.635497,2,0.0,2,0.362336,0,3.0,23,0,0,0,1,0,0,0,0,0,0,0,0
3819,4205,236.0,1.0,0.788946,4,0.0,1,0.895509,0,3.0,45,1,1,0,0,0,1,0,0,0,0,0,0
3820,4208,134.0,0.0,0.544783,2,0.0,1,0.443168,1,3.0,27,0,0,0,0,0,0,0,0,0,0,1,0
3821,4209,125.0,1.0,0.750656,3,0.0,1,0.501601,0,2.0,23,1,0,0,0,0,0,0,0,0,0,0,1
3822,4210,163.0,0.0,0.615938,4,0.0,1,0.947394,0,5.0,22,0,0,0,0,0,1,0,0,0,0,0,0
3823,4211,167.0,0.0,0.367434,3,0.0,1,0.329449,0,10.0,24,0,0,0,0,0,0,0,0,0,0,1,0
3824,4213,233.0,0.0,0.667502,4,0.0,2,0.629794,0,3.0,37,0,1,0,0,0,0,0,0,0,0,1,0
3825,4214,207.0,0.0,0.987321,4,0.0,2,0.886473,0,3.0,36,0,1,0,0,0,0,0,0,0,0,0,1
3826,4215,160.0,0.0,0.801463,4,0.0,3,0.598081,0,2.0,25,1,0,0,0,0,0,0,0,1,0,0,0
3827,4216,173.0,1.0,0.930392,3,0.0,2,0.667821,0,2.0,24,1,0,0,0,0,0,0,1,0,0,0,0
3828,4217,257.0,0.0,0.747835,5,0.0,2,0.11666,0,4.0,54,0,1,0,0,0,0,0,0,0,0,0,1
3829,4219,271.0,0.0,0.667378,3,0.0,1,0.447289,1,4.0,29,0,0,0,0,0,0,0,0,0,0,0,1
3830,4221,257.0,1.0,0.887654,5,0.0,2,0.373187,0,5.0,34,0,1,0,0,0,1,0,0,0,0,0,0
3831,4222,153.0,0.0,0.534873,2,0.0,3,0.323022,0,3.0,22,1,0,0,0,0,1,0,0,0,0,0,0
3832,4223,205.0,0.0,0.584001,5,0.0,3,0.636252,0,2.0,44,0,1,0,0,0,0,0,1,0,0,0,0
3833,4224,304.0,0.0,0.751089,6,0.0,2,0.116211,1,5.0,45,0,1,0,1,0,0,0,0,0,0,0,0
3834,4225,117.0,0.0,0.749833,5,0.0,2,0.345722,0,3.0,47,0,1,0,0,0,0,0,0,1,0,0,0
3835,4226,139.0,0.0,0.817096,5,0.0,1,0.715405,0,4.0,46,0,1,0,1,0,0,0,0,0,0,0,0
